State,District,Year,Crop,Season,Area
Tamil Nadu,KARUR,2001,Rice,Summer     ,915
Tamil Nadu,KARUR,2001,Other Non Food Crops,Whole Year ,2320
Tamil Nadu,KARUR,2001,Arhar/Tur,Whole Year ,7
Tamil Nadu,KARUR,2001,Groundnut,Whole Year ,5064
Tamil Nadu,KARUR,2001,Sesamum,Whole Year ,368
Tamil Nadu,KARUR,2001,Sunflower,Whole Year ,187
Tamil Nadu,KARUR,2001,Other Oilseeds,Whole Year ,3198
Tamil Nadu,KARUR,2001,Cotton,Whole Year ,338
Tamil Nadu,KARUR,2001,Sugarcane,Whole Year ,9629
Tamil Nadu,KARUR,2001,Tobacco,Whole Year ,6
Tamil Nadu,KARUR,2001,Fodder Crops,Whole Year ,26
Tamil Nadu,KARUR,2001,Bajra,Whole Year ,149
Tamil Nadu,KARUR,2001,Maize,Whole Year ,3
Tamil Nadu,KARUR,2001,Ragi,Whole Year ,14
Tamil Nadu,KARUR,2001,Rice,Winter     ,14504
Tamil Nadu,KARUR,2002,Rice,Autumn     ,24
Tamil Nadu,KARUR,2002,Jowar,Kharif     ,1569
Tamil Nadu,KARUR,2002,Other Pulses,Kharif     ,97
Tamil Nadu,KARUR,2002,Rice,Summer     ,703
Tamil Nadu,KARUR,2002,Other Non Food Crops,Whole Year ,2290
Tamil Nadu,KARUR,2002,Arhar/Tur,Whole Year ,14
Tamil Nadu,KARUR,2002,Groundnut,Whole Year ,2835
Tamil Nadu,KARUR,2002,Sesamum,Whole Year ,233
Tamil Nadu,KARUR,2002,Sunflower,Whole Year ,241
Tamil Nadu,KARUR,2002,Other Oilseeds,Whole Year ,3777
Tamil Nadu,KARUR,2002,Cotton,Whole Year ,116
Tamil Nadu,KARUR,2002,Sugarcane,Whole Year ,6682
Tamil Nadu,KARUR,2002,Tobacco,Whole Year ,6
Tamil Nadu,KARUR,2002,Fodder Crops,Whole Year ,18
Tamil Nadu,KARUR,2002,Bajra,Whole Year ,20
Tamil Nadu,KARUR,2002,Maize,Whole Year ,5
Tamil Nadu,KARUR,2002,Ragi,Whole Year ,9
Tamil Nadu,KARUR,2002,Other Food Crops,Whole Year ,1
Tamil Nadu,KARUR,2002,Rice,Winter     ,12110
Tamil Nadu,KARUR,2003,Rice,Autumn     ,198
Tamil Nadu,KARUR,2003,Other Cereals and Millets,Kharif     ,1
Tamil Nadu,KARUR,2003,Other Pulses,Kharif     ,80
Tamil Nadu,KARUR,2003,Jowar,Kharif     ,2168
Tamil Nadu,KARUR,2003,Rice,Summer     ,454
Tamil Nadu,KARUR,2003,Bajra,Whole Year ,123
Tamil Nadu,KARUR,2003,Maize,Whole Year ,17
Tamil Nadu,KARUR,2003,Ragi,Whole Year ,17
Tamil Nadu,KARUR,2003,Other Non Food Crops,Whole Year ,2509
Tamil Nadu,KARUR,2003,Arhar/Tur,Whole Year ,275
Tamil Nadu,KARUR,2003,Groundnut,Whole Year ,1862
Tamil Nadu,KARUR,2003,Sesamum,Whole Year ,3148
Tamil Nadu,KARUR,2003,Sunflower,Whole Year ,1079
Tamil Nadu,KARUR,2003,Other Oilseeds,Whole Year ,3822
Tamil Nadu,KARUR,2003,Cotton,Whole Year ,204
Tamil Nadu,KARUR,2003,Sugarcane,Whole Year ,2341
Tamil Nadu,KARUR,2003,Fodder Crops,Whole Year ,67
Tamil Nadu,KARUR,2003,Rice,Winter     ,8669
Tamil Nadu,KARUR,2004,Rice,Autumn     ,98
Tamil Nadu,KARUR,2004,Jowar,Kharif     ,1640
Tamil Nadu,KARUR,2004,Other Pulses,Kharif     ,135
Tamil Nadu,KARUR,2004,Rice,Summer     ,736
Tamil Nadu,KARUR,2004,Bajra,Whole Year ,99
Tamil Nadu,KARUR,2004,Maize,Whole Year ,158
Tamil Nadu,KARUR,2004,Ragi,Whole Year ,16
Tamil Nadu,KARUR,2004,Other Non Food Crops,Whole Year ,2316
Tamil Nadu,KARUR,2004,Arhar/Tur,Whole Year ,42
Tamil Nadu,KARUR,2004,Groundnut,Whole Year ,4284
Tamil Nadu,KARUR,2004,Sesamum,Whole Year ,563
Tamil Nadu,KARUR,2004,Sunflower,Whole Year ,1582
Tamil Nadu,KARUR,2004,Soyabean,Whole Year ,3
Tamil Nadu,KARUR,2004,Other Oilseeds,Whole Year ,4100
Tamil Nadu,KARUR,2004,Cotton,Whole Year ,329
Tamil Nadu,KARUR,2004,Sugarcane,Whole Year ,2842
Tamil Nadu,KARUR,2004,Tobacco,Whole Year ,7
Tamil Nadu,KARUR,2004,Fodder Crops,Whole Year ,70
Tamil Nadu,KARUR,2004,Rice,Winter     ,17399
Tamil Nadu,KARUR,2005,Other Pulses,Kharif     ,1187
Tamil Nadu,KARUR,2005,Jowar,Kharif     ,2714
Tamil Nadu,KARUR,2005,Rice,Summer     ,1250
Tamil Nadu,KARUR,2005,Other Non Food Crops,Whole Year ,2392
Tamil Nadu,KARUR,2005,Groundnut,Whole Year ,6598
Tamil Nadu,KARUR,2005,Sesamum,Whole Year ,769
Tamil Nadu,KARUR,2005,Sunflower,Whole Year ,3306
Tamil Nadu,KARUR,2005,Other Oilseeds,Whole Year ,4829
Tamil Nadu,KARUR,2005,Cotton,Whole Year ,210
Tamil Nadu,KARUR,2005,Sugarcane,Whole Year ,7189
Tamil Nadu,KARUR,2005,Tobacco,Whole Year ,2
Tamil Nadu,KARUR,2005,Fodder Crops,Whole Year ,78
Tamil Nadu,KARUR,2005,Bajra,Whole Year ,267
Tamil Nadu,KARUR,2005,Maize,Whole Year ,182
Tamil Nadu,KARUR,2005,Ragi,Whole Year ,9
Tamil Nadu,KARUR,2005,Rice,Winter     ,17711
Tamil Nadu,KARUR,2006,Jowar,Kharif     ,545
Tamil Nadu,KARUR,2006,Other Pulses,Kharif     ,77
Tamil Nadu,KARUR,2006,Other Pulses,Rabi       ,41
Tamil Nadu,KARUR,2006,Jowar,Rabi       ,659
Tamil Nadu,KARUR,2006,Rice,Summer     ,404
Tamil Nadu,KARUR,2006,Bajra,Whole Year ,23
Tamil Nadu,KARUR,2006,Maize,Whole Year ,134
Tamil Nadu,KARUR,2006,Ragi,Whole Year ,3
Tamil Nadu,KARUR,2006,Other Food Crops,Whole Year ,2
Tamil Nadu,KARUR,2006,Other Non Food Crops,Whole Year ,2313
Tamil Nadu,KARUR,2006,Arhar/Tur,Whole Year ,6
Tamil Nadu,KARUR,2006,Groundnut,Whole Year ,2979
Tamil Nadu,KARUR,2006,Sesamum,Whole Year ,449
Tamil Nadu,KARUR,2006,Sunflower,Whole Year ,4629
Tamil Nadu,KARUR,2006,Other Oilseeds,Whole Year ,5105
Tamil Nadu,KARUR,2006,Cotton,Whole Year ,114
Tamil Nadu,KARUR,2006,Sugarcane,Whole Year ,7731
Tamil Nadu,KARUR,2006,Fodder Crops,Whole Year ,150
Tamil Nadu,KARUR,2006,Rice,Winter     ,13341
Tamil Nadu,KARUR,2007,Other Pulses,Kharif     ,55
Tamil Nadu,KARUR,2007,Jowar,Kharif     ,1195
Tamil Nadu,KARUR,2007,Jowar,Rabi       ,498
Tamil Nadu,KARUR,2007,Other Pulses,Rabi       ,48
Tamil Nadu,KARUR,2007,Rice,Summer     ,312
Tamil Nadu,KARUR,2007,Other Non Food Crops,Whole Year ,2435
Tamil Nadu,KARUR,2007,Arhar/Tur,Whole Year ,1
Tamil Nadu,KARUR,2007,Groundnut,Whole Year ,4340
Tamil Nadu,KARUR,2007,Sesamum,Whole Year ,320
Tamil Nadu,KARUR,2007,Sunflower,Whole Year ,7712
Tamil Nadu,KARUR,2007,Other Oilseeds,Whole Year ,5251
Tamil Nadu,KARUR,2007,Cotton,Whole Year ,114
Tamil Nadu,KARUR,2007,Sugarcane,Whole Year ,6042
Tamil Nadu,KARUR,2007,Tobacco,Whole Year ,1
Tamil Nadu,KARUR,2007,Fodder Crops,Whole Year ,150
Tamil Nadu,KARUR,2007,Bajra,Whole Year ,17
Tamil Nadu,KARUR,2007,Maize,Whole Year ,775
Tamil Nadu,KARUR,2007,Ragi,Whole Year ,1
Tamil Nadu,KARUR,2007,Other Food Crops,Whole Year ,2
Tamil Nadu,KARUR,2007,Rice,Winter     ,12121
Tamil Nadu,KARUR,2008,Jowar,Kharif     ,2058
Tamil Nadu,KARUR,2008,Other Pulses,Kharif     ,141
Tamil Nadu,KARUR,2008,Other Pulses,Rabi       ,501
Tamil Nadu,KARUR,2008,Jowar,Rabi       ,504
Tamil Nadu,KARUR,2008,Rice,Summer     ,438
Tamil Nadu,KARUR,2008,Bajra,Whole Year ,244
Tamil Nadu,KARUR,2008,Maize,Whole Year ,607
Tamil Nadu,KARUR,2008,Ragi,Whole Year ,3
Tamil Nadu,KARUR,2008,Other Food Crops,Whole Year ,2
Tamil Nadu,KARUR,2008,Other Non Food Crops,Whole Year ,2308
Tamil Nadu,KARUR,2008,Gram,Whole Year ,1
Tamil Nadu,KARUR,2008,Arhar/Tur,Whole Year ,2
Tamil Nadu,KARUR,2008,Groundnut,Whole Year ,5381
Tamil Nadu,KARUR,2008,Sesamum,Whole Year ,772
Tamil Nadu,KARUR,2008,Sunflower,Whole Year ,4661
Tamil Nadu,KARUR,2008,Other Oilseeds,Whole Year ,5095
Tamil Nadu,KARUR,2008,Cotton,Whole Year ,67
Tamil Nadu,KARUR,2008,Sugarcane,Whole Year ,5821
Tamil Nadu,KARUR,2008,Fodder Crops,Whole Year ,609
Tamil Nadu,KARUR,2008,Rice,Winter     ,15190
Tamil Nadu,KARUR,2009,Rice,Autumn     ,12
Tamil Nadu,KARUR,2009,Jowar,Kharif     ,3742
Tamil Nadu,KARUR,2009,Other Cereals and Millets,Kharif     ,1
Tamil Nadu,KARUR,2009,Other Pulses,Kharif     ,262
Tamil Nadu,KARUR,2009,Other Pulses,Rabi       ,56
Tamil Nadu,KARUR,2009,Jowar,Rabi       ,314
Tamil Nadu,KARUR,2009,Rice,Summer     ,421
Tamil Nadu,KARUR,2009,Bajra,Whole Year ,515
Tamil Nadu,KARUR,2009,Maize,Whole Year ,398
Tamil Nadu,KARUR,2009,Ragi,Whole Year ,7
Tamil Nadu,KARUR,2009,Other Non Food Crops,Whole Year ,2970
Tamil Nadu,KARUR,2009,Arhar/Tur,Whole Year ,109
Tamil Nadu,KARUR,2009,Groundnut,Whole Year ,6032
Tamil Nadu,KARUR,2009,Sesamum,Whole Year ,2241
Tamil Nadu,KARUR,2009,Sunflower,Whole Year ,2660
Tamil Nadu,KARUR,2009,Other Oilseeds,Whole Year ,5726
Tamil Nadu,KARUR,2009,Cotton,Whole Year ,66
Tamil Nadu,KARUR,2009,Sugarcane,Whole Year ,5982
Tamil Nadu,KARUR,2009,Tobacco,Whole Year ,1
Tamil Nadu,KARUR,2009,Fodder Crops,Whole Year ,229
Tamil Nadu,KARUR,2009,Rice,Winter     ,14580
Tamil Nadu,KARUR,2010,Rice,Autumn     ,10
Tamil Nadu,KARUR,2010,Jowar,Kharif     ,2069
Tamil Nadu,KARUR,2010,Other Cereals and Millets,Kharif     ,1
Tamil Nadu,KARUR,2010,Other Pulses,Kharif     ,65
Tamil Nadu,KARUR,2010,Other Pulses,Rabi       ,129
Tamil Nadu,KARUR,2010,Jowar,Rabi       ,340
Tamil Nadu,KARUR,2010,Rice,Summer     ,204
Tamil Nadu,KARUR,2010,Bajra,Whole Year ,111
Tamil Nadu,KARUR,2010,Maize,Whole Year ,138
Tamil Nadu,KARUR,2010,Ragi,Whole Year ,7
Tamil Nadu,KARUR,2010,Other Non Food Crops,Whole Year ,3313
Tamil Nadu,KARUR,2010,Arhar/Tur,Whole Year ,18
Tamil Nadu,KARUR,2010,Groundnut,Whole Year ,5566
Tamil Nadu,KARUR,2010,Sesamum,Whole Year ,952
Tamil Nadu,KARUR,2010,Sunflower,Whole Year ,2212
Tamil Nadu,KARUR,2010,Other Oilseeds,Whole Year ,5856
Tamil Nadu,KARUR,2010,Cotton,Whole Year ,79
Tamil Nadu,KARUR,2010,Sugarcane,Whole Year ,5837
Tamil Nadu,KARUR,2010,Tobacco,Whole Year ,11
Tamil Nadu,KARUR,2010,Fodder Crops,Whole Year ,719
Tamil Nadu,KARUR,2010,Rice,Winter     ,14594
Tamil Nadu,KARUR,2011,Other Pulses,Kharif     ,406
Tamil Nadu,KARUR,2011,Jowar,Kharif     ,650
Tamil Nadu,KARUR,2011,Jowar,Rabi       ,1948
Tamil Nadu,KARUR,2011,Other Pulses,Rabi       ,1847
Tamil Nadu,KARUR,2011,Rice,Summer     ,2266
Tamil Nadu,KARUR,2011,Other Non Food Crops,Whole Year ,3326
Tamil Nadu,KARUR,2011,Arhar/Tur,Whole Year ,31
Tamil Nadu,KARUR,2011,Groundnut,Whole Year ,5773
Tamil Nadu,KARUR,2011,Sesamum,Whole Year ,718
Tamil Nadu,KARUR,2011,Sunflower,Whole Year ,5289
Tamil Nadu,KARUR,2011,Other Oilseeds,Whole Year ,6188
Tamil Nadu,KARUR,2011,Cotton,Whole Year ,74
Tamil Nadu,KARUR,2011,Sugarcane,Whole Year ,8130
Tamil Nadu,KARUR,2011,Fodder Crops,Whole Year ,1585
Tamil Nadu,KARUR,2011,Bajra,Whole Year ,184
Tamil Nadu,KARUR,2011,Maize,Whole Year ,1342
Tamil Nadu,KARUR,2011,Rice,Winter     ,14824
Tamil Nadu,KARUR,2012,Rice,Autumn     ,115
Tamil Nadu,KARUR,2012,Jowar,Kharif     ,787
Tamil Nadu,KARUR,2012,Other Pulses,Kharif     ,280
Tamil Nadu,KARUR,2012,Other Pulses,Rabi       ,250
Tamil Nadu,KARUR,2012,Jowar,Rabi       ,329
Tamil Nadu,KARUR,2012,Rice,Summer     ,5
Tamil Nadu,KARUR,2012,Bajra,Whole Year ,56
Tamil Nadu,KARUR,2012,Maize,Whole Year ,1059
Tamil Nadu,KARUR,2012,Ragi,Whole Year ,9
Tamil Nadu,KARUR,2012,Other Non Food Crops,Whole Year ,3496
Tamil Nadu,KARUR,2012,Arhar/Tur,Whole Year ,36
Tamil Nadu,KARUR,2012,Groundnut,Whole Year ,2556
Tamil Nadu,KARUR,2012,Sesamum,Whole Year ,235
Tamil Nadu,KARUR,2012,Sunflower,Whole Year ,2469
Tamil Nadu,KARUR,2012,Soyabean,Whole Year ,38
Tamil Nadu,KARUR,2012,Other Oilseeds,Whole Year ,6367
Tamil Nadu,KARUR,2012,Cotton,Whole Year ,56
Tamil Nadu,KARUR,2012,Sugarcane,Whole Year ,6576
Tamil Nadu,KARUR,2012,Fodder Crops,Whole Year ,1077
Tamil Nadu,KARUR,2012,Rice,Winter     ,10787
Tamil Nadu,KARUR,2013,Other Pulses,Kharif     ,1894
Tamil Nadu,KARUR,2013,Jowar,Kharif     ,4442
Tamil Nadu,KARUR,2013,Jowar,Rabi       ,331
Tamil Nadu,KARUR,2013,Other Pulses,Rabi       ,1708
Tamil Nadu,KARUR,2013,Rice,Summer     ,601
Tamil Nadu,KARUR,2013,Other Non Food Crops,Whole Year ,3240
Tamil Nadu,KARUR,2013,Arhar/Tur,Whole Year ,291
Tamil Nadu,KARUR,2013,Groundnut,Whole Year ,1706
Tamil Nadu,KARUR,2013,Sesamum,Whole Year ,573
Tamil Nadu,KARUR,2013,Sunflower,Whole Year ,969
Tamil Nadu,KARUR,2013,Other Oilseeds,Whole Year ,6722
Tamil Nadu,KARUR,2013,Cotton,Whole Year ,89
Tamil Nadu,KARUR,2013,Sugarcane,Whole Year ,3372
Tamil Nadu,KARUR,2013,Tobacco,Whole Year ,1
Tamil Nadu,KARUR,2013,Fodder Crops,Whole Year ,675
Tamil Nadu,KARUR,2013,Bajra,Whole Year ,128
Tamil Nadu,KARUR,2013,Maize,Whole Year ,924
Tamil Nadu,KARUR,2013,Rice,Winter     ,11964
Tamil Nadu,KARUR,2014,Rice,Autumn     ,4
Tamil Nadu,KARUR,2014,Jowar,Kharif     ,2984
Tamil Nadu,KARUR,2014,Other Pulses,Kharif     ,999
Tamil Nadu,KARUR,2014,Other Cereals and Millets,Kharif     ,13
Tamil Nadu,KARUR,2014,Other Cereals and Millets,Rabi       ,31
Tamil Nadu,KARUR,2014,Other Pulses,Rabi       ,1953
Tamil Nadu,KARUR,2014,Jowar,Rabi       ,2498
Tamil Nadu,KARUR,2014,Rice,Summer     ,351
Tamil Nadu,KARUR,2014,Bajra,Whole Year ,145
Tamil Nadu,KARUR,2014,Maize,Whole Year ,2291
Tamil Nadu,KARUR,2014,Ragi,Whole Year ,102
Tamil Nadu,KARUR,2014,Other Non Food Crops,Whole Year ,3150
Tamil Nadu,KARUR,2014,Gram,Whole Year ,3
Tamil Nadu,KARUR,2014,Arhar/Tur,Whole Year ,167
Tamil Nadu,KARUR,2014,Groundnut,Whole Year ,3660
Tamil Nadu,KARUR,2014,Sesamum,Whole Year ,1395
Tamil Nadu,KARUR,2014,Rapeseed and Mustard,Whole Year ,0
Tamil Nadu,KARUR,2014,Sunflower,Whole Year ,2614
Tamil Nadu,KARUR,2014,Soyabean,Whole Year ,29
Tamil Nadu,KARUR,2014,Other Oilseeds,Whole Year ,6616
Tamil Nadu,KARUR,2014,Cotton,Whole Year ,142
Tamil Nadu,KARUR,2014,Sugarcane,Whole Year ,2520
Tamil Nadu,KARUR,2014,Tobacco,Whole Year ,0
Tamil Nadu,KARUR,2014,Fodder Crops,Whole Year ,178
Tamil Nadu,KARUR,2014,Other Food Crops,Whole Year ,0
Tamil Nadu,KARUR,2014,Wheat,Whole Year ,0
Tamil Nadu,KARUR,2014,Rice,Winter     ,13090
Tamil Nadu,KARUR,2015,Rice,Autumn     ,0
Tamil Nadu,KARUR,2015,Other Cereals and Millets,Kharif     ,5
Tamil Nadu,KARUR,2015,Other Pulses,Kharif     ,721
Tamil Nadu,KARUR,2015,Jowar,Kharif     ,1005
Tamil Nadu,KARUR,2015,Jowar,Rabi       ,2763
Tamil Nadu,KARUR,2015,Other Pulses,Rabi       ,3067
Tamil Nadu,KARUR,2015,Other Cereals and Millets,Rabi       ,8
Tamil Nadu,KARUR,2015,Rice,Summer     ,823
Tamil Nadu,KARUR,2015,Other Non Food Crops,Whole Year ,2659
Tamil Nadu,KARUR,2015,Arhar/Tur,Whole Year ,166
Tamil Nadu,KARUR,2015,Groundnut,Whole Year ,3525
Tamil Nadu,KARUR,2015,Sesamum,Whole Year ,994
Tamil Nadu,KARUR,2015,Sunflower,Whole Year ,1822
Tamil Nadu,KARUR,2015,Bajra,Whole Year ,186
Tamil Nadu,KARUR,2015,Maize,Whole Year ,2294
Tamil Nadu,KARUR,2015,Ragi,Whole Year ,54
Tamil Nadu,KARUR,2015,Other Oilseeds,Whole Year ,6599
Tamil Nadu,KARUR,2015,Cotton,Whole Year ,106
Tamil Nadu,KARUR,2015,Sugarcane,Whole Year ,2723
Tamil Nadu,KARUR,2015,Fodder Crops,Whole Year ,376
Tamil Nadu,KARUR,2015,Rice,Winter     ,12453
Tamil Nadu,KARUR,2016,Rice,Autumn     ,0
Tamil Nadu,KARUR,2016,Jowar,Kharif     ,1475
Tamil Nadu,KARUR,2016,Other Cereals and Millets,Kharif     ,2
Tamil Nadu,KARUR,2016,Other Pulses,Kharif     ,369
Tamil Nadu,KARUR,2016,Other Pulses,Rabi       ,393
Tamil Nadu,KARUR,2016,Other Cereals and Millets,Rabi       ,3
Tamil Nadu,KARUR,2016,Jowar,Rabi       ,667
Tamil Nadu,KARUR,2016,Rice,Summer     ,53
Tamil Nadu,KARUR,2016,Bajra,Whole Year ,89
Tamil Nadu,KARUR,2016,Maize,Whole Year ,301
Tamil Nadu,KARUR,2016,Ragi,Whole Year ,0
Tamil Nadu,KARUR,2016,Other Food Crops,Whole Year ,6
Tamil Nadu,KARUR,2016,Other Non Food Crops,Whole Year ,2716
Tamil Nadu,KARUR,2016,Arhar/Tur,Whole Year ,119
Tamil Nadu,KARUR,2016,Groundnut,Whole Year ,1037
Tamil Nadu,KARUR,2016,Sesamum,Whole Year ,29
Tamil Nadu,KARUR,2016,Sunflower,Whole Year ,417
Tamil Nadu,KARUR,2016,Other Oilseeds,Whole Year ,6698
Tamil Nadu,KARUR,2016,Cotton,Whole Year ,117
Tamil Nadu,KARUR,2016,Sugarcane,Whole Year ,2345
Tamil Nadu,KARUR,2016,Fodder Crops,Whole Year ,596
Tamil Nadu,KARUR,2016,Rice,Winter     ,3619
Tamil Nadu,KARUR,2017,Rice,Autumn     ,0
Tamil Nadu,KARUR,2017,Jowar,Kharif     ,1513
Tamil Nadu,KARUR,2017,Other Pulses,Kharif     ,113
Tamil Nadu,KARUR,2017,Other Cereals and Millets,Kharif     ,0
Tamil Nadu,KARUR,2017,Other Cereals and Millets,Rabi       ,1
Tamil Nadu,KARUR,2017,Other Pulses,Rabi       ,850
Tamil Nadu,KARUR,2017,Jowar,Rabi       ,1349
Tamil Nadu,KARUR,2017,Rice,Summer     ,182
Tamil Nadu,KARUR,2017,Bajra,Whole Year ,84
Tamil Nadu,KARUR,2017,Maize,Whole Year ,1747
Tamil Nadu,KARUR,2017,Ragi,Whole Year ,13
Tamil Nadu,KARUR,2017,Other Non Food Crops,Whole Year ,2425
Tamil Nadu,KARUR,2017,Arhar/Tur,Whole Year ,161
Tamil Nadu,KARUR,2017,Groundnut,Whole Year ,2357
Tamil Nadu,KARUR,2017,Sesamum,Whole Year ,146
Tamil Nadu,KARUR,2017,Sunflower,Whole Year ,344
Tamil Nadu,KARUR,2017,Other Oilseeds,Whole Year ,6801
Tamil Nadu,KARUR,2017,Cotton,Whole Year ,221
Tamil Nadu,KARUR,2017,Sugarcane,Whole Year ,915
Tamil Nadu,KARUR,2017,Tobacco,Whole Year ,7
Tamil Nadu,KARUR,2017,Fodder Crops,Whole Year ,830
Tamil Nadu,KARUR,2017,Other Food Crops,Whole Year ,3
Tamil Nadu,KARUR,2017,Rice,Winter     ,11011
Tamil Nadu,KRISHNAGIRI,1999,Black pepper,Whole Year ,1
Tamil Nadu,KRISHNAGIRI,2002,Dry ginger,Whole Year ,2
Tamil Nadu,KRISHNAGIRI,2002,Tobacco,Whole Year ,5066
Tamil Nadu,KRISHNAGIRI,2003,Rice,Autumn     ,1353
Tamil Nadu,KRISHNAGIRI,2003,Jowar,Kharif     ,6
Tamil Nadu,KRISHNAGIRI,2003,Other Pulses,Kharif     ,365
Tamil Nadu,KRISHNAGIRI,2003,Rice,Summer     ,1380
Tamil Nadu,KRISHNAGIRI,2003,Other Non Food Crops,Whole Year ,2967
Tamil Nadu,KRISHNAGIRI,2003,Gram,Whole Year ,5
Tamil Nadu,KRISHNAGIRI,2003,Groundnut,Whole Year ,786
Tamil Nadu,KRISHNAGIRI,2003,Sunflower,Whole Year ,21
Tamil Nadu,KRISHNAGIRI,2003,Soyabean,Whole Year ,42
Tamil Nadu,KRISHNAGIRI,2003,Other Oilseeds,Whole Year ,13508
Tamil Nadu,KRISHNAGIRI,2003,Cotton,Whole Year ,813
Tamil Nadu,KRISHNAGIRI,2003,Sugarcane,Whole Year ,1219
Tamil Nadu,KRISHNAGIRI,2003,Tobacco,Whole Year ,767
Tamil Nadu,KRISHNAGIRI,2003,Fodder Crops,Whole Year ,110
Tamil Nadu,KRISHNAGIRI,2003,Bajra,Whole Year ,136
Tamil Nadu,KRISHNAGIRI,2003,Maize,Whole Year ,69
Tamil Nadu,KRISHNAGIRI,2003,Ragi,Whole Year ,1999
Tamil Nadu,KRISHNAGIRI,2003,Rice,Winter     ,8622
Tamil Nadu,KRISHNAGIRI,2004,Rice,Autumn     ,6745
Tamil Nadu,KRISHNAGIRI,2004,Jowar,Kharif     ,8
Tamil Nadu,KRISHNAGIRI,2004,Other Cereals and Millets,Kharif     ,1
Tamil Nadu,KRISHNAGIRI,2004,Other Pulses,Kharif     ,162
Tamil Nadu,KRISHNAGIRI,2004,Rice,Summer     ,1039
Tamil Nadu,KRISHNAGIRI,2004,Other Non Food Crops,Whole Year ,3184
Tamil Nadu,KRISHNAGIRI,2004,Groundnut,Whole Year ,837
Tamil Nadu,KRISHNAGIRI,2004,Sesamum,Whole Year ,13
Tamil Nadu,KRISHNAGIRI,2004,Rapeseed and Mustard,Whole Year ,2
Tamil Nadu,KRISHNAGIRI,2004,Sunflower,Whole Year ,58
Tamil Nadu,KRISHNAGIRI,2004,Soyabean,Whole Year ,42
Tamil Nadu,KRISHNAGIRI,2004,Other Oilseeds,Whole Year ,13787
Tamil Nadu,KRISHNAGIRI,2004,Cotton,Whole Year ,874
Tamil Nadu,KRISHNAGIRI,2004,Sugarcane,Whole Year ,1645
Tamil Nadu,KRISHNAGIRI,2004,Tobacco,Whole Year ,1
Tamil Nadu,KRISHNAGIRI,2004,Fodder Crops,Whole Year ,144
Tamil Nadu,KRISHNAGIRI,2004,Bajra,Whole Year ,63
Tamil Nadu,KRISHNAGIRI,2004,Maize,Whole Year ,99
Tamil Nadu,KRISHNAGIRI,2004,Ragi,Whole Year ,2115
Tamil Nadu,KRISHNAGIRI,2004,Rice,Winter     ,9641
Tamil Nadu,KRISHNAGIRI,2005,Rice,Autumn     ,8031
Tamil Nadu,KRISHNAGIRI,2005,Other Cereals and Millets,Kharif     ,17
Tamil Nadu,KRISHNAGIRI,2005,Other Pulses,Kharif     ,43
Tamil Nadu,KRISHNAGIRI,2005,Rice,Summer     ,1655
Tamil Nadu,KRISHNAGIRI,2005,Other Non Food Crops,Whole Year ,3476
Tamil Nadu,KRISHNAGIRI,2005,Groundnut,Whole Year ,529
Tamil Nadu,KRISHNAGIRI,2005,Sesamum,Whole Year ,24
Tamil Nadu,KRISHNAGIRI,2005,Sunflower,Whole Year ,55
Tamil Nadu,KRISHNAGIRI,2005,Soyabean,Whole Year ,13
Tamil Nadu,KRISHNAGIRI,2005,Other Oilseeds,Whole Year ,15265
Tamil Nadu,KRISHNAGIRI,2005,Cotton,Whole Year ,1132
Tamil Nadu,KRISHNAGIRI,2005,Sugarcane,Whole Year ,2198
Tamil Nadu,KRISHNAGIRI,2005,Fodder Crops,Whole Year ,133
Tamil Nadu,KRISHNAGIRI,2005,Bajra,Whole Year ,140
Tamil Nadu,KRISHNAGIRI,2005,Maize,Whole Year ,93
Tamil Nadu,KRISHNAGIRI,2005,Ragi,Whole Year ,3063
Tamil Nadu,KRISHNAGIRI,2005,Rice,Winter     ,11889
Tamil Nadu,KRISHNAGIRI,2006,Rice,Autumn     ,7871
Tamil Nadu,KRISHNAGIRI,2006,Other Cereals and Millets,Kharif     ,35
Tamil Nadu,KRISHNAGIRI,2006,Other Pulses,Kharif     ,11
Tamil Nadu,KRISHNAGIRI,2006,Jowar,Kharif     ,50
Tamil Nadu,KRISHNAGIRI,2006,Other Pulses,Rabi       ,1
Tamil Nadu,KRISHNAGIRI,2006,Rice,Summer     ,1025
Tamil Nadu,KRISHNAGIRI,2006,Other Non Food Crops,Whole Year ,3397
Tamil Nadu,KRISHNAGIRI,2006,Arhar/Tur,Whole Year ,4
Tamil Nadu,KRISHNAGIRI,2006,Groundnut,Whole Year ,950
Tamil Nadu,KRISHNAGIRI,2006,Sesamum,Whole Year ,31
Tamil Nadu,KRISHNAGIRI,2006,Rapeseed and Mustard,Whole Year ,35
Tamil Nadu,KRISHNAGIRI,2006,Sunflower,Whole Year ,66
Tamil Nadu,KRISHNAGIRI,2006,Other Oilseeds,Whole Year ,14413
Tamil Nadu,KRISHNAGIRI,2006,Cotton,Whole Year ,888
Tamil Nadu,KRISHNAGIRI,2006,Sugarcane,Whole Year ,2956
Tamil Nadu,KRISHNAGIRI,2006,Fodder Crops,Whole Year ,146
Tamil Nadu,KRISHNAGIRI,2006,Bajra,Whole Year ,156
Tamil Nadu,KRISHNAGIRI,2006,Maize,Whole Year ,97
Tamil Nadu,KRISHNAGIRI,2006,Ragi,Whole Year ,2317
Tamil Nadu,KRISHNAGIRI,2006,Rice,Winter     ,8912
